mean,median
4.719264069264069,4.0625
4.704012579837699,1.5676691729323309
9.9061145883484,6.774193548387097
8.138724616769238,2.521505376344086
7.351853885289704,11.0
8.774116023332386,6.409090909090909
0.734238595326382,0.2692307692307692
8.158339367608013,7.6923076923076925
4.261343098595662,1.6515723270440252
5.263785566093658,3.296875
5.212109793597692,4.3107569721115535
6.548821492660931,6.05
6.510869160617904,1.2076923076923076
1.2134460033695662,0.6887417218543046
14.11882917958015,14.403669724770642
3.8828022148925965,2.433333333333333
3.2329641260883624,1.7956204379562044
4.5921040259957016,4.023391812865497
4.891794463072679,3.857142857142857
8.887998709138232,10.479041916167665
4.319810002752282,2.0
8.37929398896556,8.153623188405797
4.805189037343353,3.011369818300495
4.552324213199773,1.875
5.151025747486673,2.951251646903821
3.711529614645521,3.7777777777777777
2.502441032880419,0.5128205128205128
7.22030982044497,2.261780104712042
1.935253490709261,0.9523809523809523
0.8631368631368631,0.5274725274725275
5.912912035566846,2.1446808510638298
7.777448197305437,2.2487223168654173
8.125504236782433,6.266666666666667
2.411879786879787,1.054945054945055
4.5321693264371,1.3680297397769516
7.39518101783597,5.565217391304348
9.752812936835914,6.524271844660194
3.7251416768440557,1.6582278481012658
4.439214597981582,0.4727272727272727
3.945695028741148,3.1515151515151514
2.6804114117881337,2.1212739641310603
5.204676394118452,4.6414708886619
6.264060206983514,1.7037037037037037
2.8349146647793777,1.0333333333333334
6.235743370835832,3.594059405940594
13.588383285933057,16.5
4.874390275388965,1.7435897435897436
3.198971610342047,3.918103448275862
1.5054130332579503,0.4533333333333333
1.9717274141478793,1.1173184357541899
3.8433341329405946,1.2953667953667953
4.5687135472435205,3.8379446640316206
7.404146090608369,7.751937984496124
2.443430493464825,1.0923423423423424
8.356281132800847,2.720720720720721
5.099446919292911,1.0363636363636364
7.704732024633785,5.752941176470588
3.968527657435793,4.168421052631579
2.5141102641386244,2.2113821138211383
6.568198159676338,1.4621513944223108
6.5583401354499795,5.748062015503876
9.41187372585795,10.855421686746988
10.451548525494498,10.86
3.7304799091720975,1.4774774774774775

Samples used to generate histogram plot: 1805883
