DayOfWeek,TimeOfDay,mean,median,std,quantile_05,quantile_25,quantile_40,quantile_60,quantile_75,quantile_95,max,count
0,00:00:00,1.5905778049113999,1.3787473561565,1.2709008286639343,0.44180784537000134,0.8631296699056584,1.195208052884117,1.5511445491446967,1.743541821393788,3.8438027757607425,4.68139198669564,13.811188811188812
0,00:30:00,1.5551723252091774,1.3169411870922476,1.262184949602225,0.4228147715053145,0.8260325241777065,1.1550934036863185,1.515594946057611,1.7335600908800806,3.809465809708747,4.637264859309518,13.874125874125873
0,01:00:00,1.5794626442634923,1.335105733313268,1.2557425599742398,0.44093817849371214,0.8634303531241616,1.189125499837782,1.5386570228066365,1.7460705196809463,3.817788063779591,4.596693886640757,13.594405594405595
0,01:30:00,1.573193492231109,1.3205736059014992,1.248410499887727,0.4432305911653475,0.8683999701256452,1.1716425201628407,1.5339431088068718,1.7387320431437272,3.807809583798799,4.579503844386148,13.601398601398602
0,02:00:00,1.5717622246260976,1.323612433097106,1.2525954255132272,0.44115725292025143,0.8619956829211901,1.1738700735737746,1.5285687281458273,1.7387391359048452,3.8020937191192634,4.603497693714382,13.657342657342657
0,02:30:00,1.5459774935130437,1.2990883962737199,1.2469312282478802,0.42247012137615636,0.8150896132059376,1.1491861579130855,1.5164390633597886,1.7281308981605352,3.780789586235941,4.56571020392307,13.916083916083917
0,03:00:00,1.56800822563798,1.3260803140972637,1.2466994086725942,0.4384535117046008,0.8517311316742239,1.1723635571035618,1.5353420161775033,1.7401537421536841,3.8020266520964756,4.564580158753434,13.685314685314685
0,03:30:00,1.5593100432048372,1.31487783913471,1.239214565765895,0.4344928792594205,0.8576926951831904,1.1696446425404023,1.5228030193910567,1.7361672697459687,3.7723684928740178,4.547545233577239,13.678321678321678
0,04:00:00,1.5595030449797607,1.3168654051504127,1.2364482223910338,0.4338842622478485,0.8526093562104933,1.1714980718587855,1.5327099897593761,1.7338487318123574,3.771070719166618,4.537780793862822,13.713286713286713
0,04:30:00,1.5671544264455854,1.3030446146263859,1.305933984288365,0.4225931008077467,0.8333655703533305,1.1614177895064564,1.5000978176794664,1.7220637345800092,3.901579097814446,4.829359820620412,13.867132867132867
0,05:00:00,1.5877344236685622,1.3106376192694216,1.3058277265939164,0.44388654520965065,0.8526234039331139,1.1761008680633527,1.5042582390170673,1.7447149571924365,3.936320051449038,4.803915910151871,13.811188811188812
0,05:30:00,1.652183375925236,1.3163449701540524,1.4520327934927553,0.43925279322886024,0.8590797892260238,1.175923717118482,1.5112568090635907,1.7643609762331816,4.114349364391192,5.393394437627977,13.811188811188812
0,06:00:00,1.6659212658120504,1.3223983174191698,1.4833704392867708,0.4396220980552023,0.8470303192690177,1.1656320696227394,1.515387805394468,1.772704183309346,4.166899167424985,5.465501872091623,13.79020979020979
0,06:30:00,1.6575144316071142,1.314175803652713,1.4703302556424607,0.42448633752112197,0.8405514196111056,1.1684371162559943,1.5203255851700566,1.7646668808205943,4.149026564636397,5.394946211794493,13.965034965034965
0,07:00:00,1.7057667524387512,1.3279618819568355,1.5281581246176636,0.42757084229303005,0.8567135622881963,1.1806776580931362,1.533422868022847,1.8263303961539847,4.337874826015586,5.547470477191189,13.902097902097902
0,07:30:00,1.9886604513221506,1.4738222524794593,1.829435003562523,0.44943900700428957,0.9681850929825566,1.2789165122119213,1.6531543400018236,2.3250702216092622,5.0365151408955375,6.36213365672404,13.853146853146853
0,08:00:00,3.255025744862585,2.4796836339121495,2.7593725147509187,0.6169351480493426,1.404836627086868,1.8804610488560383,3.2704680135903033,4.620547931020164,7.613940478984424,8.774383793858018,13.76923076923077
0,08:30:00,5.472862031109646,5.500838304632897,4.002898483142313,0.9099921769569669,1.896597665776319,3.798020990631505,6.907896230664198,8.666465988262559,10.540759544386164,11.063728597066039,13.314685314685315
0,09:00:00,6.270066704549625,6.605545015010762,4.161553260179529,1.2013400808868544,2.5817380912334924,5.203438027586246,7.986196266293473,9.717669252137553,10.994274239442904,11.331901200844852,12.328671328671328
0,09:30:00,6.874136569141962,7.541393047464191,4.025533389606396,1.3218169291227817,3.8007472920130594,6.182738906029759,8.911011851800696,10.143142410524948,11.059751920325834,11.415114299744067,12.097902097902098
0,10:00:00,7.126126338902189,8.064585339719304,4.008156011405187,1.3168179000681597,4.300693155713878,6.603710487241107,9.33005669312311,10.315886358201718,11.099774728418874,11.425957056176134,12.06993006993007
0,10:30:00,7.039723044011242,8.076554670645821,4.071827174964873,1.2083572876153084,3.933601092487339,6.640968756126524,9.229169883962843,10.28891798498048,11.101051651258405,11.411876648982744,12.776223776223777
0,11:00:00,7.033290926654727,7.9694144299041705,4.065238052058472,1.191441749248419,3.9834111207612217,6.6708223717729265,9.19390803511862,10.319048544102404,11.100634283323394,11.402203995246282,12.804195804195805
0,11:30:00,7.076368743161017,7.942047396954963,4.01886973017412,1.2337563916414962,4.150434012132649,6.720572967872255,9.210252200404515,10.30030872009085,11.091347780168284,11.392273850517775,12.706293706293707
0,12:00:00,6.9937577566680575,7.833979613549836,4.019067520742371,1.060481804284658,4.059421746419566,6.6107347575585065,9.146391246106688,10.263834718525489,11.07560751097656,11.436593728624441,12.72027972027972
0,12:30:00,6.92586483982408,7.761013561423903,4.048187180204449,1.0193848716556915,3.876836229708019,6.557164258279167,9.094389507765278,10.249565548299838,11.081211182190122,11.369144675593892,12.678321678321678
0,13:00:00,7.004774613716527,7.859797780859834,4.0630051790171935,1.1051518097107196,4.003245724861348,6.630838322720485,9.229860227674767,10.299502434838047,11.115198452521911,11.420915661827802,12.706293706293707
